variant,branch,description,workload,buckets,threads,key_space,total_ops,repeat,ms,mops
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,262144,1,65536,262144,1,88.421,2.965
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,262144,1,65536,262144,2,205.599,1.275
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,262144,1,65536,262144,3,86.606,3.027
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,262144,2,65536,262144,1,135.045,1.941
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,262144,2,65536,262144,2,144.475,1.814
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,262144,2,65536,262144,3,165.754,1.582
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,262144,4,65536,262144,1,209.335,1.252
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,262144,4,65536,262144,2,146.150,1.794
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,262144,4,65536,262144,3,158.627,1.653
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,262144,8,65536,262144,1,205.583,1.275
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,262144,8,65536,262144,2,234.035,1.120
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,262144,8,65536,262144,3,226.991,1.155
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,262144,16,65536,262144,1,201.264,1.302
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,262144,16,65536,262144,2,180.493,1.452
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,262144,16,65536,262144,3,233.338,1.123
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,1048576,1,262144,262144,1,53.229,4.925
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,1048576,1,262144,262144,2,52.255,5.017
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,1048576,1,262144,262144,3,51.923,5.049
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,1048576,2,262144,262144,1,139.420,1.880
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,1048576,2,262144,262144,2,148.478,1.766
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,1048576,2,262144,262144,3,164.399,1.595
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,1048576,4,262144,262144,1,136.333,1.923
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,1048576,4,262144,262144,2,155.534,1.685
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,1048576,4,262144,262144,3,131.488,1.994
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,1048576,8,262144,262144,1,160.414,1.634
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,1048576,8,262144,262144,2,145.084,1.807
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,1048576,8,262144,262144,3,158.167,1.657
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,1048576,16,262144,262144,1,134.095,1.955
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,1048576,16,262144,262144,2,165.502,1.584
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,1048576,16,262144,262144,3,166.739,1.572
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,1048576,1,262144,1048576,1,137.904,7.604
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,1048576,1,262144,1048576,2,129.223,8.114
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,1048576,1,262144,1048576,3,130.080,8.061
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,1048576,2,262144,1048576,1,287.140,3.652
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,1048576,2,262144,1048576,2,399.564,2.624
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,1048576,2,262144,1048576,3,481.078,2.180
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,1048576,4,262144,1048576,1,364.755,2.875
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,1048576,4,262144,1048576,2,276.100,3.798
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,1048576,4,262144,1048576,3,387.206,2.708
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,1048576,8,262144,1048576,1,426.862,2.456
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,1048576,8,262144,1048576,2,821.728,1.276
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,1048576,8,262144,1048576,3,428.024,2.450
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,1048576,16,262144,1048576,1,503.463,2.083
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,1048576,16,262144,1048576,2,390.375,2.686
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,1048576,16,262144,1048576,3,485.266,2.161
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,1048576,1,262144,1048576,1,396.874,2.642
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,1048576,1,262144,1048576,2,423.112,2.478
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,1048576,1,262144,1048576,3,417.223,2.513
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,1048576,2,262144,1048576,1,567.463,1.848
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,1048576,2,262144,1048576,2,557.605,1.880
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,1048576,2,262144,1048576,3,585.518,1.791
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,1048576,4,262144,1048576,1,785.679,1.335
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,1048576,4,262144,1048576,2,621.197,1.688
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,1048576,4,262144,1048576,3,1149.150,0.912
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,1048576,8,262144,1048576,1,1877.290,0.559
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,1048576,8,262144,1048576,2,936.291,1.120
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,1048576,8,262144,1048576,3,2002.550,0.524
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,1048576,16,262144,1048576,1,925.516,1.133
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,1048576,16,262144,1048576,2,950.642,1.103
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,1048576,16,262144,1048576,3,860.243,1.219
